id,product_id,name,item_id,review_count,vendor_name,price,original_price,candidate_price,discount_rate,product_rating,category,shipping_fee,shipping_days,created_at
2864,8300107736,Apple USB-C 커넥터 EarPods,25246423475,7840,와이에스마켓,19900,0,19900,0,5,가전디지털 > 음향기기 > 이어폰 > 블루투스 이어폰,0,1,2026-01-25 14:43:07.747778+00
2865,8309055157,"제트스트림 라이트 터치 잉크 볼펜 SXN-LS 0.5mm, 세이지, 10개",23974532603,174,클레리브,17900,0,17900,0,5,문구/오피스 > 학용품/수업준비 > 학년별 준비물 > 초등 고학년 > 펜/펜리필,0,1,2026-01-25 14:43:07.747778+00
2866,8327853041,"닭표 스리라차 핫 칠리 소스, 400g, 1개",24754471933,106,이카운트다운,7250,0,7250,0,4,식품 > 장/소스/드레싱/식초 > 소스 > 칠리/살사/핫소스 > 칠리소스,0,1,2026-01-25 14:43:07.747778+00
2867,8335867860,만성피로영양제 밀크시슬실리마린 간에좋은영양제 밀크씨슬 추천 / 실리마린 강화/ 피로회복제 밀크씨슬 지방간 간영양제 간보호제 간기능개선제 간기능 영양제 / 피곤할때영양제 지방간영양제,24069846195,11,원가상점,60000,130000,60000,56,4,식품 > 사과식초/땅콩버터 외 > 건강식품 > MCT오일/영양제 > 밀크시슬,0,4,2026-01-25 14:43:07.747778+00
2868,8339609500,마이크로소프트 Windows 11 Home 처음사용자용 FPP USB,24083178146,2580,(주)다노트정보,16880,0,16880,0,5,가전디지털 > PC주변기기 > 소프트웨어 > 운영체제,0,3,2026-01-25 14:43:07.747778+00
2869,8359604527,베베숲 시그니처 블루 엠보싱 물티슈 리필형,24252182059,11518,부영 인터네셔널,20900,0,20900,0,5,출산/유아동 > 출산준비물/선물 > 위생/건강용품 > 물티슈/건티슈,0,6,2026-01-25 14:43:07.747778+00
2870,8390246464,"조미료 식품 CJ백설 골드 쇠고기다시다100g 산들애 분말조미료 다시다, 100g, 1개",26966025176,10541,가온유통,10000,0,10000,0,5,식품 > 가루/조미료/오일 > 설탕/소금/조미료 > 기타조미료,0,3,2026-01-25 14:43:07.747778+00
2871,8397065668,[정품] 토코보 쿨링 립 마스크 입술 각질 진정 toboco mint cool lip mask,26868090863,54,부기팡팡,12760,0,12760,0,4.5,R.LUX > 뷰티 > 메이크업 > 립 메이크업 > 립케어,0,5,2026-01-25 14:43:07.747778+00
2872,8399374068,삼성전자 870 EVO SATA SSD,24279201739,3727,주식회사 형도시스템,2830,0,2830,0,5,가전디지털 > 저장장치 > SSD,0,3,2026-01-25 14:43:07.747778+00
2873,8400392932,에뛰드 수분가득 콜라겐 스킨케어 세트 2종,22460259261,2408,프레이브로스,14900,0,14900,0,5,뷰티 > 스킨케어 > 기초세트,0,1,2026-01-25 14:43:07.747778+00
2874,8402632533,오쏘몰 이뮨 멀티비타민&미네랄,25565041174,1,아이와이2상회,24900,0,24900,0,5,식품 > 식품 선물세트 > 건강 > 비타민/건강식품,0,2,2026-01-25 14:43:07.747778+00
2875,8402720406,국내산 신안 천일염 20kg 태평염전 굵은 소금 국산 간수 명품 탈수 간수뺀 왕소금,23756730290,2347,달리와마켓,33600,0,33600,0,4.5,식품 > 사과식초/땅콩버터 외 > 조미료/오일/소스 > 에리스리톨/조미료 > 천일염,0,1,2026-01-25 14:43:07.747778+00
2876,8410711692,"하루아즈 대웅제약 임팩타뮨 활성비타민 멀티비타민 84정 코스트코 피로회복 빠른흡수, 1개, 84회분",25575175891,385,하루아즈,39900,45000,39900,19,4.5,식품 > 식품 선물세트 > 건강 > 비타민/건강식품,0,1,2026-01-25 14:43:07.747778+00
2877,8411214707,"퍼실 딥클린 파워젤 플러스 9중효소 겸용 액상세제 본품, 2.7L, 1개",26058634256,4461,주식회사 올픽,11330,15330,11330,63,5,생활용품 > 세탁세제 > 액체세제,0,3,2026-01-25 14:43:07.747778+00
2878,8411649035,"메디큐브 제로 모공 패드 2.0 70매+속커버+집게2p, 70매입, 1세트",16551726637,417,노빈라이트 유한회사,17800,24000,17800,42,5,뷰티 > 클렌징/필링 > 클렌징 티슈/시트,0,1,2026-01-25 14:43:07.747778+00
2879,8415604930,전자파차단 원적외선 기능성 복부 허리 온열찜질기,24336194871,1910,올디얼,76600,0,76600,0,5,가전디지털 > 건강가전 > 안마/찜질기 > 찜질기,0,1,2026-01-25 14:43:07.747778+00
2880,8422719752,DJI 무선 Mic Mini 송신기,24363823940,339,체리마루,6600,0,6600,0,5,가전디지털 > 음향기기 > PA/마이크/레코딩 > 마이크,0,6,2026-01-25 14:43:07.747778+00
2881,8428019476,DJI 무선 Mic Mini 2 TX + 1 RX 마이크 + 충전 케이스,24380424006,612,위캔코퍼레이,89000,0,89000,0,5,가전디지털 > 음향기기 > PA/마이크/레코딩 > 마이크,0,5,2026-01-25 14:43:07.747778+00
2882,8429938998,LG전자 2024 울트라 PC 15 코어i3 인텔 13세대,24385368371,354,이글루,279300,0,279300,0,5,가전디지털 > 노트북,0,3,2026-01-25 14:43:07.747778+00
2883,8449829217,"하기스 NEW 보송보송 팬티형 기저귀 공용, 5단계, 92매",24452365185,77864,파파마켓,25010,0,25010,0,5,쿠팡수입 > 출산/유아동 > 기저귀 > 일회용기저귀 > 팬티형,0,1,2026-01-25 14:43:07.747778+00
2884,8487852070,"에스트라 아토베리어 365 크림, 110ml, 1개",19346205823,4255,마이페이스샵,15500,0,15500,0,4.5,쿠팡수입 > 뷰티 > 스킨케어 > 크림/올인원 > 페이셜크림,0,2,2026-01-25 14:43:07.747778+00
2885,8505532003,"레고 닌자고 쟌의 울트라 합체 로봇 71834, 혼합색상, 1개",24618325718,277,큐브릭,35000,0,35000,0,5,완구/취미 > 블록놀이 > 레고 > 레고,0,1,2026-01-25 14:43:07.747778+00
2886,8518435238,LG전자 2025 그램 Pro AI 16 WQXGA 코어Ultra5 애로우레이크,24662380338,209,주식회사 레볼루션시스템,28610,0,28610,0,4.5,가전디지털 > 노트북,0,4,2026-01-25 14:43:07.747778+00
2887,8524192780,아디다스 삼바 OG B75807,23054451275,1591,브랜드셀러,11200,0,11200,0,4.5,패션의류/잡화 > 여성패션 > 신발 > 운동화/스니커즈 > 스니커즈,0,1,2026-01-25 14:43:07.747778+00
2888,8526261024,아임힐링 운남성 보이차 스틱,19950494948,1060,헬시에겟 healthy eget,46800,0,46800,0,4.5,식품 > 채소 > 인삼/건강차재료 > 건강 분말,0,1,2026-01-25 14:43:07.747778+00
2889,8534824283,유아용 자동차 운전놀이 장난감핸들 [KC인증],24706665454,380,도해라,65000,0,65000,0,4.5,완구/취미 > 수집품 > RC완구 > 전동RC카 > 온로드RC카,0,1,2026-01-25 14:43:07.747778+00
2890,8554238867,Apple 정품 전원 어댑터 20W USB C,3892998437,76000,엑설런트네트워크,24000,0,24000,0,5,가전디지털 > 휴대폰 액세서리 > 케이블/충전기 > 충전기,0,1,2026-01-25 14:43:07.747778+00
2891,8582731394,크린랩 뽑아쓰는 크린백 17cm x 25cm,27517498225,51690,케이와이컴퍼니,14800,0,14800,0,5,생활용품 > 생활잡화 > 비닐/포장용품 > 쇼핑백/비닐봉지 > 위생백/롤백,0,4,2026-01-25 14:43:07.747778+00
2892,8584918137,아레나 플레인 실리콘 수모 A5AC1AC01,25004126056,1023,에스에이치씨 스튜디오,18900,0,18900,0,5,스포츠/레저 > 수영/수상스포츠 > 수영용품 > 수영모 > 성인 수영모,0,6,2026-01-25 14:43:07.747778+00
2893,8591582398,레고 스피드 챔피언 Oracle Red Bull Racing RB20 F1 레이스 카 77243,24911051358,359,큐브릭,36800,0,36800,0,5,완구/취미 > 블록놀이 > 레고 > 레고,0,11,2026-01-25 14:43:07.747778+00
2894,8599139718,삼성전자 IPS 240Hz FHD 게이밍 모니터 오디세이 G4 BG400 [리뷰이벤트],24934049856,401,(주)오제앤에스,410000,0,410000,0,4.5,가전디지털 > 모니터 > 게이밍 모니터,0,0,2026-01-25 14:43:07.747778+00
2895,8624740157,"랩온랩 정품 k2 히말라야 숙취해소제 젤리, 40g, 1개",25023584277,998,에버딜글로벌,30000,0,30000,0,5,헬스/건강식품 > 건강분말/건강환 > 건강환,0,4,2026-01-25 14:43:07.747778+00
2896,8635436166,"[정품][MD/pick] lHOTl lHeartleafl//lCentellal//lRed Spotl 아누아 어성초 센텔라 레드스팟 크림 l트러블l l피부/진정l l피부/흔적l, 2개, 30g",25103127525,484,마운트빅 지엔씨,17360,0,17360,0,4.5,쿠팡수입 > 뷰티 > 스킨케어 > 크림/올인원 > 페이셜크림,0,1,2026-01-25 14:43:07.747778+00
