Feature,정상_평균,악성_평균,차이
review_density,20.505910165484632,19.918478260869566,-0.587431904615066
question_density,12.918439716312056,15.326086956521738,2.4076472402096822
avg_rating,4.666821053586337,4.78972747887071,0.12290642528437346
negative_sentiment_ratio,0.06945690432226026,0.15652320508611653,0.08706630076385627
rating_sentiment_gap,0.07532475595376699,0.14191042513614693,0.06658566918237994
question_review_ratio,0.6247487714406803,0.8053308196958051,0.1805820482551248
