vendor_name,avg_rating,rating_std,low_rating_ratio,avg_review_length,duplicate_review_ratio,negative_keyword_ratio,textless_5star_ratio,review_count,review_density,question_count,refund_question_ratio,defect_question_ratio,authenticity_question_ratio,question_density,question_review_ratio,negative_sentiment_ratio,avg_sentiment_score,rating_normalized,rating_sentiment_gap,product_count,abusive_label,conditions_met_count
주식회사 아주문구,4.0,0.0,0.0,975.0,0.0,0.0,0.0,1,1.0,4.0,0.0,0.0,0.0,4.0,4.0,0.0,1.0,0.75,0.25,1,1,4
주식회사 애들랜드,4.0,0.0,0.0,801.0,0.0,1.0,0.0,1,1.0,4.0,0.0,0.0,0.0,4.0,4.0,1.0,0.0,0.75,0.75,1,1,6
주식회사 에이브,4.904761904761905,0.30079260375911915,0.0,570.6666666666666,0.07692307692307693,0.047619047619047616,0.47368421052631576,21,21.0,16.0,0.0625,0.0,0.0,16.0,0.7619047619047619,0.047619047619047616,0.9523809523809523,0.9761904761904763,0.023809523809523947,1,0,2
주식회사 엠에이티,4.0,0.0,0.0,712.0,0.0,0.0,0.0,1,1.0,4.0,0.0,0.0,0.0,4.0,4.0,0.0,1.0,0.75,0.25,1,1,4
주식회사 올픽,4.0,0.0,0.0,804.0,0.0,0.0,0.0,1,0.5,17.0,0.0,0.0,0.0,8.5,17.0,0.0,1.0,0.75,0.25,2,1,4
주식회사 위드스킨인터내셔널,4.714285714285714,0.5606119105813882,0.0,532.1904761904761,0.08333333333333333,0.0,0.4375,21,21.0,15.0,0.0,0.0,0.0,15.0,0.7142857142857143,0.0,1.0,0.9285714285714286,0.0714285714285714,1,0,2
주식회사 이오샵,3.9130434782608696,1.781547934656337,0.2608695652173913,153.95652173913044,0.25,0.0,0.4375,23,23.0,9.0,0.0,0.0,0.0,9.0,0.391304347826087,0.0,1.0,0.7282608695652174,0.2717391304347826,1,0,2
주식회사 일상연구소,4.0,0.0,0.0,804.0,0.0,0.0,0.0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.75,0.25,1,1,3
주식회사 지엑스,4.0,0.0,0.0,884.0,0.0,1.0,0.0,1,1.0,4.0,0.0,0.0,0.0,4.0,4.0,1.0,0.0,0.75,0.75,1,1,6
주식회사 코람,5.0,0.0,0.0,721.5,0.0,0.0,0.0,2,2.0,14.0,0.0,0.0,0.0,14.0,7.0,0.0,1.0,1.0,0.0,1,1,3
주식회사 키킷,3.5,0.7071067811865476,0.0,222.5,0.0,0.0,0.0,2,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.625,0.375,1,0,2
주식회사 킹툴,3.0,0.0,0.0,52.0,0.3333333333333333,0.0,0.0,2,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.5,0.5,1,1,3
주식회사 투윙스,4.9,0.44721359549995787,0.0,435.45,0.0,0.05,0.47368421052631576,20,20.0,14.0,0.07142857142857142,0.0,0.0,14.0,0.7,0.05,0.95,0.9750000000000001,0.025000000000000133,1,0,2
주식회사 파로스아스,4.0,0.0,0.0,1444.0,0.0,1.0,0.0,1,1.0,4.0,0.0,0.25,0.0,4.0,4.0,1.0,0.0,0.75,0.75,1,1,6
주식회사 편한세상,4.4,0.5477225575051662,0.0,816.2,0.16666666666666666,0.0,0.0,5,5.0,13.0,0.0,0.0,0.0,13.0,2.6,0.0,1.0,0.8500000000000001,0.1499999999999999,1,1,3
주식회사 형도시스템,4.0,0.0,0.0,2082.0,0.0,1.0,0.0,1,0.5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.75,0.75,2,1,5
주식회사 혜윰베딩,4.0,0.0,0.0,225.0,0.0,1.0,0.0,1,1.0,4.0,0.0,0.0,0.0,4.0,4.0,1.0,0.0,0.75,0.75,1,1,6
주식회사레전드글로벌,4.0,0.0,0.0,617.5,0.0,0.0,0.0,2,2.0,4.0,0.0,0.5,0.0,4.0,2.0,0.0,1.0,0.75,0.25,1,1,3
지예산업,4.0,0.0,0.0,1014.0,0.0,0.0,0.0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.75,0.25,1,1,3
직구파크2,1.8,1.3165611772087666,0.7,122.2,0.0,0.6,0.0,10,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.4,0.2,0.2,1,1,3
채스토어,4.0,0.0,0.0,267.0,0.3333333333333333,0.0,0.0,2,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.75,0.25,1,0,2
청명한,4.333333333333333,0.8563488385776752,0.047619047619047616,347.2857142857143,0.06666666666666667,0.047619047619047616,0.18181818181818182,21,21.0,16.0,0.0,0.0,0.0625,16.0,0.7619047619047619,0.047619047619047616,0.9523809523809523,0.8333333333333333,0.11904761904761907,1,0,2
체리마루,4.0,0.0,0.0,959.0,0.0,0.0,0.0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.75,0.25,1,1,3
카프카,1.0,0.0,1.0,457.0,0.0,0.5,0.0,2,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.5,1,1,4
캄컴퍼니,3.0,0.0,0.0,142.0,0.0,0.0,0.0,1,1.0,4.0,0.0,0.0,0.0,4.0,4.0,0.0,1.0,0.5,0.5,1,1,5
컬러즈(COLOURZ),4.0,0.0,0.0,447.0,0.0,0.0,0.0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.75,0.25,1,1,3
크로스보드인터내셔널 주식회사,4.590909090909091,0.9081163607574332,0.045454545454545456,441.72727272727275,0.13333333333333333,0.18181818181818182,0.4375,22,22.0,15.0,0.0,0.2,0.0,15.0,0.6818181818181818,0.18181818181818182,0.8181818181818181,0.8977272727272727,0.07954545454545459,1,0,2
클릭온,4.0,0.0,0.0,783.0,0.0,0.0,0.0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.75,0.25,1,1,3
태경유통,4.0,0.0,0.0,782.0,0.0,0.0,0.0,2,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.75,0.25,1,0,2
톡톡마켓02,3.5,0.7071067811865476,0.0,558.5,0.0,0.0,0.0,2,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.625,0.375,1,0,2
투제이10043,4.0,0.0,0.0,279.0,0.0,0.0,0.0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.75,0.25,1,1,3
티몬머니,4.0,0.0,0.0,1111.6666666666667,0.25,0.3333333333333333,0.0,3,3.0,1.0,0.0,0.0,0.0,1.0,0.3333333333333333,0.3333333333333333,0.6666666666666667,0.75,0.08333333333333326,1,0,2
팡팡샵,4.0,0.0,0.0,67.0,0.0,0.0,0.0,1,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.75,0.25,1,1,3
패스트포워드,5.0,0.0,0.0,917.5,0.0,0.0,0.0,2,2.0,14.0,0.0,0.0,0.0,14.0,7.0,0.0,1.0,1.0,0.0,1,1,3
퍼스트엠퍼러,2.5,2.1213203435596424,0.5,78.0,0.0,0.5,0.0,2,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.375,0.125,1,1,3
포켓,3.5,0.7071067811865476,0.0,200.0,0.0,0.0,0.0,2,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.625,0.375,1,0,2
프로틴 스토리,4.0,0.0,0.0,786.0,0.0,0.0,0.0,1,1.0,4.0,0.0,0.0,0.0,4.0,4.0,0.0,1.0,0.75,0.25,1,1,4
필코리아,4.714285714285714,0.7171371656006361,0.047619047619047616,371.1904761904762,0.08333333333333333,0.047619047619047616,0.47058823529411764,21,21.0,15.0,0.0,0.06666666666666667,0.0,15.0,0.7142857142857143,0.047619047619047616,0.9523809523809523,0.9285714285714286,0.023809523809523725,1,0,2
하나피온 유한회사,3.0,1.4142135623730951,0.5,494.5,0.0,0.5,0.0,2,1.0,2.0,0.0,0.0,1.0,1.0,1.0,0.5,0.5,0.5,0.0,2,1,4
하리무역,1.0,0.0,1.0,837.0,0.0,0.0,0.0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1,1,4
하면푸드,4.0,0.0,0.0,576.5,0.0,0.0,0.0,2,2.0,4.0,0.0,0.0,0.0,4.0,2.0,0.0,1.0,0.75,0.25,1,1,3
한빛상사,4.904761904761905,0.30079260375911915,0.0,267.1904761904762,0.07692307692307693,0.09523809523809523,0.47368421052631576,21,21.0,10.0,0.0,0.0,0.0,10.0,0.47619047619047616,0.09523809523809523,0.9047619047619048,0.9761904761904763,0.07142857142857151,1,0,2
호산실업(주),3.0,0.0,0.0,105.0,0.3333333333333333,0.0,0.0,2,2.0,4.0,0.0,0.0,0.0,4.0,2.0,0.0,1.0,0.5,0.5,1,1,4
호정가 주식회사,4.809523809523809,0.5117663157191589,0.0,347.57142857142856,0.08333333333333333,0.0,0.5,21,21.0,14.0,0.0,0.0,0.0,14.0,0.6666666666666666,0.0,1.0,0.9523809523809523,0.04761904761904767,1,0,2
화장품탑케어 주식회사,4.7894736842105265,0.5353033790313108,0.0,453.8421052631579,0.0,0.0,0.375,19,19.0,14.0,0.0,0.0,0.07142857142857142,14.0,0.7368421052631579,0.0,1.0,0.9473684210526316,0.05263157894736836,1,0,2
희월드,4.0,0.0,0.0,777.0,0.0,0.0,0.0,1,1.0,4.0,0.0,0.0,0.0,4.0,4.0,0.0,1.0,0.75,0.25,1,1,4
